"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 29 15:28:38 GMT 2022","Wed Jun 29 15:28:49 GMT 2022","10800","","UI-тесты для проекта TimeWeb","","UI-тесты для проекта TimeWeb","Проверка создания нового сайта в ПУА пользователя","Проверка создания нового сайта в ПУА пользователя",""
"passed","Wed Jun 29 15:28:49 GMT 2022","Wed Jun 29 15:29:04 GMT 2022","14681","","UI-тесты для проекта TimeWeb","","UI-тесты для проекта TimeWeb","Проверка возможности изменения комментария сайта","Проверка возможности изменения комментария сайта",""
"failed","Wed Jun 29 15:27:23 GMT 2022","Wed Jun 29 15:27:58 GMT 2022","34965","","UI-тесты для проекта TimeWeb","","UI-тесты для проекта TimeWeb","Проверка перехода в ПУА после регистрации нового пользователя","Проверка перехода в ПУА после регистрации нового пользователя",""
"passed","Wed Jun 29 15:29:04 GMT 2022","Wed Jun 29 15:29:18 GMT 2022","13808","","UI-тесты для проекта TimeWeb","","UI-тесты для проекта TimeWeb","Проверка возможности изменения настроек сайта","Проверка возможности изменения настроек сайта",""
"passed","Wed Jun 29 15:27:58 GMT 2022","Wed Jun 29 15:28:05 GMT 2022","7228","","UI-тесты для проекта TimeWeb","","UI-тесты для проекта TimeWeb","Проверка успешной авторизации пользователя","Проверка успешной авторизации пользователя",""
"passed","Wed Jun 29 15:28:24 GMT 2022","Wed Jun 29 15:28:38 GMT 2022","14304","","UI-тесты для проекта TimeWeb","","UI-тесты для проекта TimeWeb","Проверка валидации на добавление в ПУА пользователя занятого домена","Проверка валидации на добавление в ПУА пользователя занятого домена",""
"passed","Wed Jun 29 15:28:05 GMT 2022","Wed Jun 29 15:28:24 GMT 2022","19265","","UI-тесты для проекта TimeWeb","","UI-тесты для проекта TimeWeb","Проверка добавления в ПУА пользователя свободного домена","Проверка добавления в ПУА пользователя свободного домена",""
